title,imageUrl,lowScore,highScore,review,color,set
Flood of Recollection,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421875/large/155681_200w.jpg?1515091931,1,,"This a Constructed plant more than anything, as you don't really get funky combos going in Limited. You have to have enough spells to give this consistent targets, and spend a 2-mana premium to cast one again. Unless you're completely spell-flooded, I don't think that's very realistic.",blue,rix
Hornswoggle,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422027/large/155798_200w.jpg?1515181152,2,,"The best part about this card is the name, by far. As for the effect, I'm still not that thrilled about paying 3 mana to counter a spell, and this is even restricted to creatures only. At least you do get a Treasure out of the deal, making this a pseudo-ramp card, and playable in decks that don't have the best curve.",blue,rix
Induced Amnesia,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421821/large/155637_200w.jpg?1515010950,0,,"Paying 3 mana and a card to get to loot away the rest of your hand is an ability I'd rather forget. This just isn't worth it in Limited, even if the dream is to use enchantment removal to kill it later.",blue,rix
Kitesail Corsair,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422034/large/155799_200w.jpg?1515181168,3,,"This is a solid aggressive 2-drop that should fly in any deck, regardless of tribe. I guess blocking is not back on the menu.",blue,rix
Kumena's Awakening,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421798/large/155591_200w.jpg?1514937666,0,,"By the time you get the city's blessing, decking could be a real concern, and playing a 4-mana Howling Mine is not something I want to do in the meantime. Don't play this.",blue,rix
Mist-Cloaked Herald,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422038/large/155800_200w.jpg?1515181176,2,,"I really want to call this unplayable, but in my heart of hearts, I know it isn't. Aggro Merfolk decks will be happy to run this, and I'm sure that U/R Raid decks with Swashbuckling will too. One day, blocking will be legal again.",blue,rix
Negate,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422042/large/155801_200w.jpg?1515181183,0.5,,The classic sideboard card is still going strong. I like having a Negate in the sideboard of every blue deck.,blue,rix
"Nezahal, Primal Tide",http://crystalcommerce-assets.s3.amazonaws.com/photos/6421884/large/155688_200w.jpg?1515091957,3,,"7 is a lot, but you get what you pay for with Nezahal. When it's primal time, your opponent will be forced to give you multiple free cards, and Nezahal is big enough to win most combats and has an ability that helps it dodge removal. I'm okay paying 7 mana for a finisher with this many abilities.",blue,rix
Release to the Wind,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422052/large/155802_200w.jpg?1515181202,1.5,,"Release to the Wind is a strange card. You mainly want to use it to flicker your own stuff, but in a pinch you can remove opposing creatures from combat or stop something from blocking. Sadly, it doesn't do any of these things efficiently, and paying 3 mana and a card for this isn't really what I'm looking to do.",blue,rix
River Darter,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422071/large/155804_200w.jpg?1515181262,1.5,,"River Darter is a fine filler creature for Merfolk, and might shine in some matchups. I'm not excited about this, but it'll make the cut often enough to take it 6-8th pick.",blue,rix
Riverwise Augur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422053/large/155806_200w.jpg?1515181204,3,,"I'm brainstorming ways to use this, and the most common cases are to set up explore (regardless of which side you want) or to crack Evolving Wilds and shuffle away the two worst cards in your hand. It's also fine to just cast, as it's essentially a 2/2 that draws a card for 4 mana. All of that together makes this a pretty sweet card, if a little slow.",blue,rix
Sailor of Means,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379497/large/145756_200w.jpg?1505504758,2.5,,"Another reprint, another card that looks about the same. Ascend makes this a little more appealing, but it hasn't changed in value all that much (unless the format ends up drastically different).",blue,rix
Sea Legs,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422073/large/155809_200w.jpg?1515181267,2.5,,"I love the flavor on this card, and actually think it is quite good to boot. In a Pirate deck, it's a solid combat trick-making your 2/2 into a 2/4 when it battles their 2-drop is a nice tempo swing. Even outside Pirate decks, it can win combats and permanently shrink evasive creatures. This is a good deal for 1 mana, and 1-mana tricks were very good in the prior format.",blue,rix
Seafloor Oracle,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421828/large/155644_200w.jpg?1515010969,3.5,,"The floor on this is high, since all it takes is one Merfolk hit before it's paid for itself. Playing this with 1/1 unblockable Merfolk is a great place to be, and makes all the aggressive Merfolk much more appealing. I like tribal build-arounds that look like this, and hope there are plenty.",blue,rix
Secrets of the Golden City,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421756/large/155567_200w.jpg?1514916882,1.5,,"As much as I want to like this, costing double blue means that it won't help you hit your fourth land drop as often as a plain Divination will, and getting to 10 permanents isn't trivial. Sadly, the secret to the golden city may just be ""don't play any Secrets of the Golden City.""",blue,rix
Silvergill Adept,http://crystalcommerce-assets.s3.amazonaws.com/photos/6384672/large/silvergirll.png?1514919887,3.5,,"This is a fantastic deal at 2 mana and still castable at 5, making it a high priority for any Merfolk deck. I wouldn't play this outside Merfolk, but would slam it if things are looking fishy.",blue,rix
Siren Reaver,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422074/large/155810_200w.jpg?1515181269,3,,"I assume the format is aggressive enough that just about every blue deck is into this. A 4-mana 3/2 flyer is slightly behind the curve, but passable, and a 3-mana one is great. That makes this a fine card, and one I'm happy to play every time.",blue,rix
Slippery Scoundrel,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422075/large/155811_200w.jpg?1515181271,1,,"This looks like a Gray Ogre to me, and not a whole lot more. I'm not banking on having the city's blessing, and especially don't want to play a card that is bad before I have it.",blue,rix
Soul of the Rapids,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422076/large/155812_200w.jpg?1515181274,1,,"Soul of the Rapids is a little too pricey for me, though it could be a powerful sideboard card against a removal deck (if such a thing exists). I suppose if you are really short on 5-drops, this could fill in the hole, but that sounds like a rapid path to an 0-3 to me.",blue,rix
Spire Winder,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422077/large/155813_200w.jpg?1515181277,2,,"Spire Winder, on the other hand, is priced to move. It's a decent-sized flyer for 4 mana, and every now and then gets a nice bump in the late game. No deck needs this, but most blue decks would be happy playing it.",blue,rix
Sworn Guardian,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422078/large/155814_200w.jpg?1515181280,1.5,,"If you need a 2-drop and/or Merfolk, this is a passable defensive play. I'm not going nuts over this, but I'll cast it before the format is done.",blue,rix
Timestream Navigator,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421834/large/155650_200w.jpg?1515010987,0,,"Look, I'm not one to step on your dreams-the goal of using this with an empty library is a noble one. I'm here to give my opinion on the power level and use of the cards, and this has a low power level and no good usage. The fact that Timestream Navigator is a blank before 10 permanents just kills it, and it doesn't even do all that much when you do get there.",blue,rix
Warkite Marauder,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421894/large/155697_200w.jpg?1515091976,3.5,,"Warkite Marauder is exactly what aggressive decks want. It can strip flying from anything that could block it, while also enabling other creatures to get in by negating their best defender. That is a great deal for 2 mana, and I'm happy to fly this kite in any deck.",blue,rix
Waterknot,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422081/large/155816_200w.jpg?1515181289,3,,"This is solid (or maybe liquid) removal, and you will happily play as many as you get. Double blue does make your mana base a little worse, but that's a small price to pay for unconditional removal.",blue,rix
Blood Sun,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421924/large/155701_200w.jpg?1515173770,0.5,,"This is a good sideboard card against any of the good flip cards, mainly because it replaces itself. If my opponent has a powerful flip card, this is coming in, as it does hose the back side nicely. Just make sure not to get your Evolving Wilds caught, since that is no longer an ability that works with Blood Sun in play.",red,rix
Bombard,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421925/large/155702_200w.jpg?1515173772,3.5,,"There's not much to say about this one, so I'm not going to bombard you with words. It's an efficient burn spell that kills most things that need killing, and at instant speed.",red,rix
Brass's Bounty,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421750/large/155571_200w.jpg?1514916872,0.5,,"I get the joke (instant ascend), but you can't really tap 7 mana and not affect the board. This might be a way to really go over the top in control mirrors, but even that is a stretch.",red,rix
Brazen Freebooter,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421926/large/155703_200w.jpg?1515173773,1.5,,"Sometimes you need more Pirates, and sometimes you want Treasure. If that's the case, feel free to play this, but don't expect big things-a 3/3 for 4 isn't special, and 1 Treasure doesn't change that too much.",red,rix
Buccaneer's Bravado,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421927/large/155704_200w.jpg?1515173775,2.5,,"This is a pretty sweet combat trick. On non-Pirates, it'll often be enough to win combat (a 3/3 beating a 4/4 passes most tests already), and on a Pirate, it's a beating. This is one of the ways to lose unlosable games, as this plus any pump spell can combine to hit for 10+ while being fine in normal combat. That's a great combat trick, so as long as you have 12+ creatures you will likely run this.",red,rix
